year;site;site_long;source;parameter;interval;unit;value
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;240
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;274
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;300
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;679
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;326
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;282
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;430
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;315
1990;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;101.23823906073936
1991;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;103.6852817889037
1992;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;83.8687383182894
1993;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.1450207501148
1994;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;95.71310152673232
1995;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.44634230565896
1996;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.74842389344225
1997;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.166427081322
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;59.88794803566939
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.0117467619595
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.05648345771942
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;82.00901808664176
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.82272423707182
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;74.6211245013592
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;95.10903488027851
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.49146595090352
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;99.88272531913044
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.41406635993478
1998;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;27.53161592
1999;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;26.07449804
2000;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;22.68767201
2001;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;19.65466588
2002;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;22.5921547
2003;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;20.92216668
2004;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;18.88964168
2005;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;22.54018983
2006;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;24.27720994
2007;Wal_Dietlikonerstrasse;Wallisellen - Dietlikonerstrasse;OSTLUFT;PM10;y1;µg/m3;19.47256716
2017;Wei_Nägelseestrasse;Weiningen - Nägelseestrasse;OSTLUFT;NO2;y1;µg/m3;27.20379723
2017;Wei_Nägelseestrasse;Weiningen - Nägelseestrasse;OSTLUFT;O3_max_98%_m1;y1;µg/m3;137.9425268
2017;Wei_Nägelseestrasse;Weiningen - Nägelseestrasse;OSTLUFT;O3_nb_h1>120;y1;1;117
2017;Wei_Nägelseestrasse;Weiningen - Nägelseestrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.39400633070652
2017;Wei_Nägelseestrasse;Weiningen - Nägelseestrasse;OSTLUFT;PM10;y1;µg/m3;15.04095952
2008;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;17.5887745
2009;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;20.19781402
2010;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;22.48440654
2011;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;21.55205639
2012;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;22.22908829
2013;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;24.74081962
2014;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;18.61
2015;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;20.41
2016;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;19.2
2017;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;18.45
2018;Wet_Filderen;Wettswil - Filderen;OSTLUFT;NO2;y1;µg/m3;17.37
2008;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;16.60332317
2009;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;18.62997071
2010;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;18.15892537
2011;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;18.66961078
2012;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;15.01363095
2013;Wet_Filderen;Wettswil - Filderen;OSTLUFT;PM10;y1;µg/m3;18.4601214
2007;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;NO2;y1;µg/m3;16.06307894
2008;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;NO2;y1;µg/m3;17.1230181
2009;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;NO2;y1;µg/m3;19.12923548
2010;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;NO2;y1;µg/m3;18.50958352
2011;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;NO2;y1;µg/m3;17.7213481
2007;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_max_98%_m1;y1;µg/m3;150.3355652
2008;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_max_98%_m1;y1;µg/m3;151.2432523
2009;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_max_98%_m1;y1;µg/m3;139.1701936
2010;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_max_98%_m1;y1;µg/m3;182.2238559
2011;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_max_98%_m1;y1;µg/m3;155.2169842
2007;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_nb_h1>120;y1;1;291
2008;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_nb_h1>120;y1;1;292
2009;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_nb_h1>120;y1;1;228
2010;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_nb_h1>120;y1;1;333
2011;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_nb_h1>120;y1;1;304
2007;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.88615905862092
2008;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.95856806871583
2009;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.5433691892663
2010;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.93469321701502
2011;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.97277011325816
2007;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;PM10;y1;µg/m3;18.25046461
2008;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;PM10;y1;µg/m3;NA
2009;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;PM10;y1;µg/m3;20.29973909
2010;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;PM10;y1;µg/m3;18.48363895
2011;Wet_Weieraecher;Wettswil - Weieraecher;OSTLUFT;PM10;y1;µg/m3;18.61
2015;Wez_Turnhallenstrasse;Wetzikon - Turnhallenstrasse;OSTLUFT;NO2;y1;µg/m3;19.141873790000002
2015;Wez_Turnhallenstrasse;Wetzikon - Turnhallenstrasse;OSTLUFT;O3_max_98%_m1;y1;µg/m3;166.3264219
2015;Wez_Turnhallenstrasse;Wetzikon - Turnhallenstrasse;OSTLUFT;O3_nb_h1>120;y1;1;401
2015;Wez_Turnhallenstrasse;Wetzikon - Turnhallenstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;99.4875608735246
2015;Wez_Turnhallenstrasse;Wetzikon - Turnhallenstrasse;OSTLUFT;PM10;y1;µg/m3;13.54892216
2020;Win_Neuhegi;Winterthur - Neuhegi;OSTLUFT;NO2;y1;µg/m3;14.80089115
2020;Win_Neuhegi;Winterthur - Neuhegi;OSTLUFT;O3_max_98%_m1;y1;µg/m3;137.085824
2020;Win_Neuhegi;Winterthur - Neuhegi;OSTLUFT;O3_nb_h1>120;y1;1;247
2020;Win_Neuhegi;Winterthur - Neuhegi;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.83335859465164
2020;Win_Neuhegi;Winterthur - Neuhegi;OSTLUFT;PM2.5;y1;µg/m3;8.810496166
1992;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;40.08266386
1993;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;NA
1994;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;38.36036038
1995;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;37.80602054
1996;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;37.1538117
1997;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;35.45777678
1998;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;35.29443791
1999;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;NA
2000;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;32.62435625
2001;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;32.84095303
2002;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;26
2003;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;34.04826211
2004;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;29.63663524
2005;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;30.76017952
2006;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;30.39901958
2007;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;26.71
2008;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;27.51621971
2009;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;28.09487583
2010;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;26.16867527
2011;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;24.39566857
2012;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;24.39444601
2013;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;24.60897699
2014;Win_Obertor;Winterthur - Obertor;OSTLUFT;NO2;y1;µg/m3;24.07977538
1992;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;140.6474924
1993;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;133.1103794
1994;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;NA
1995;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;163.0473454
1996;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;136.4101164
1997;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;142.5826483
1998;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;158.2633353
1999;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;NA
2000;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;140.7512308
2001;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;154.4329489
2002;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;163.0154302
2003;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;170.9435581
2004;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;142.8506787
2005;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;139.7332033
2006;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;157.2180849
2007;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;149.4972052
2008;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;137.6251564
2009;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;140.9781214
2010;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;161.540772
2011;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;147.9782734
2012;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;132.9518192
2013;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;145.317156
2014;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_max_98%_m1;y1;µg/m3;139.1007346
1992;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;144
1993;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;135
1994;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
1995;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
1996;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
1997;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
1998;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
1999;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
2000;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;188
2001;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
2002;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;NA
2003;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;515
2004;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;152
2005;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;114
2006;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;218
2007;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;239
2008;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;157
2009;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;159
2010;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;248
2011;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;215
2012;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;126
2013;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;204
2014;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_nb_h1>120;y1;1;141
1990;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA
1991;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;102.68414617138744
1992;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;76.21475588211888
1993;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;74.8368853688441
1994;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;78.28991429848361
1995;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;80.64514521135588
1996;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;77.9507581322405
1997;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;76.10951690906182
1998;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;82.18694794100203
1999;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;80.01203286648833
2000;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;78.55956070616209
2001;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;73.46814115836482
2002;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA
2003;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;102.63668129449177
2004;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;83.22127564181558
2005;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;79.58869952625
2006;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.3203504104341
2007;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.87349949309426
2008;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.12165448649579
2009;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.15198805020313
2010;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;87.41571439942255
2011;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.89872651323098
2012;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;85.62627792642759
2013;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.88560288768544
2014;Win_Obertor;Winterthur - Obertor;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;86.08632385991848
2004;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;21.31725955
2005;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;24.13906593
2006;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;26.31314917
2007;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;21.57841413
2008;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;20.58447143
2009;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;20.09052649
2010;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;19.78289613
2011;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;19.27125749
2012;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;17.28540299
2013;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;19.0249573
2014;Win_Obertor;Winterthur - Obertor;OSTLUFT;PM10;y1;µg/m3;15.26562841
2017;Win_St.Gallerstrasse;Winterthur - St. Gallerstrasse;OSTLUFT;NO2;y1;µg/m3;27.46514079
2017;Win_St.Gallerstrasse;Winterthur - St. Gallerstrasse;OSTLUFT;O3_max_98%_m1;y1;µg/m3;127.8202199
2017;Win_St.Gallerstrasse;Winterthur - St. Gallerstrasse;OSTLUFT;O3_nb_h1>120;y1;1;61
2017;Win_St.Gallerstrasse;Winterthur - St. Gallerstrasse;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;81.81983476305774
2017;Win_St.Gallerstrasse;Winterthur - St. Gallerstrasse;OSTLUFT;PM10;y1;µg/m3;14.51868548
2016;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;18.83897756
2017;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;17.92737001
2018;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;16.11251612
2019;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;15.10479261
2020;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;13.81086108
2021;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;13.33049775
2022;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;NO2;y1;µg/m3;12.90996776
2016;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;134.9002479
2017;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;149.3695443
2018;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;169.0818625
2019;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;155.9315567
2020;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;134.5481764
2021;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;139.2374042
2022;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_max_98%_m1;y1;µg/m3;143.0711272
2016;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;173
2017;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;171
2018;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;573
2019;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;266
2020;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;230
2021;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;96
2022;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_nb_h1>120;y1;1;299
2016;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;88.76293877911202
2017;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.72682704053278
2018;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;107.4354635128347
2019;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;95.19918822915082
2020;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.52090307226224
2021;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;84.20335091273301
2022;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;98.5742438080754
2016;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;PM10;y1;µg/m3;13.51960075
2017;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;PM10;y1;µg/m3;13.71855022
2018;Win_Veltheim;Winterthur - Veltheim;OSTLUFT;PM10;y1;µg/m3;15.07382169
